,Unnamed: 0,address,category,city,hours,latitude,longitude,name,phone,state,zip
197,197,1535 Gundry Avenue,Food Pantry,Long Beach,,33.7868869,-118.1744206,"Helping In Services, Inc.",562.591.8778,CA,90813
198,198,4900 Cleland Avenue,Food Pantry,Los Angeles,,34.1142576,-118.2104324,Holy Virgin Mary Coptic Orthodox Church,323.258.5555,CA,90042
199,199,5414 N. Figueroa Street,Food Pantry,Los Angeles,,34.1072082,-118.196609,Esmirna Pentecostal Church,323.254.0191,CA,90042
200,200,4607 Prospect Avenue,Food Pantry,Los Angeles,,34.102074,-118.2897866,Metropolitan Community Churchof L.A.-Hope Net,323.669.3436,CA,90027
201,201,867 W. 10th Street,Food Pantry,San Pedro,,33.734896,-118.296113,Rock Solid Christian Assembly,310.832.2788,CA,90731
202,202,9251 Burnet Avenue,Food Pantry,North Hills,,34.2387967,-118.4635834,Centro de Vida International Church Movement,818.892.2838,CA,91343
203,203,2930 Hyperion Ave,Food Pantry,Los Angeles,,34.1098951,-118.2702749,Silverlake Community Church-Hope Net,323.663.3151,CA,90027
204,204,906 S. Francisco Street,Food Pantry,Los Angeles,,34.0466096,-118.2646275,Salvation Army- L.A. Central Corp,213.896.9178,CA,90015
205,205,3533 West 58th Place,Food Pantry,Los Angeles,,33.988368,-118.334148,My Friends House,323.292.4939,CA,90043
206,206,6565 Vester blvd,Food Pantry,Van Nuys,,34.1898566,-118.451357,Church of the Valley,818.284.1331,CA,91411
207,207,425 S. La Brea,Food Pantry,Inglewood,,33.9582157,-118.3536215,Breath of Life S.D.A. Church,310.837.8782,CA,90301
208,208,2300 S. Griffith Avenue,Food Pantry,Los Angeles,,34.0220569,-118.255854,Visions Community Outreach,310.920.1026,CA,90011
209,209,1815 E. Bridge Street,Food Pantry,Los Angeles,,34.051615,-118.215201,Spanish American S.D.A. Church,323.222.7063,CA,90033
210,210,140 N. Eastman Avenue,Food Pantry,Los Angeles,,34.036961,-118.1854747,Salvation Army- East L.A.,323.263-7577,CA,90063
211,211,11163 S. Central Avenue,Food Pantry,Los Angeles,,33.933305,-118.254577,H.O.P.E. Helping Other People Excel,323.567.8524,CA,90059
212,212,9815 S. Vermont Avenue,Food Pantry,Los Angeles,,33.9463608,-118.2920482,Do Right Christian Church,323.755.1053,CA,90044
213,213,4101 Rosewood Avenue,Food Pantry,Los Angeles,,34.0793451,-118.2932645,Rosewood Revitalization Group,323.662.1194,CA,90004
214,214,11316 S. San Pedro Street,Food Pantry,Los Angeles,,33.9315622,-118.2691607,Imperial Church of Christ,323.756.0360,CA,90061
215,215,153 Glendale Boulevard,Food Pantry,Los Angeles,,34.0634518,-118.2602462,Pilipino Worker Center of Southern California,213.250.4353,CA,90026
216,216,5518 S. Broadway,Food Pantry,Los Angeles,,33.9921017,-118.2779982,Iglesia Cristiana El Shaddai USA,323.235.5988,CA,90037
217,217,214 S. Loma Drive,Food Pantry,Los Angeles,,34.0607514,-118.2642047,Young Hwa United Methodist Church,213.413.4154,CA,90026
218,218,420 S. Sante Fe Avenue,Food Pantry,Compton,,33.892894,-118.215494,New Jerusalem C.O.G.I.C.,310.639.1013,CA,90221
219,219,3200 W. Temple Street,Food Pantry,Los Angeles,,34.0752651,-118.2816342,Crusaders for Christ Baptist Church,323.681.3569,CA,90026
220,220,2400 W. Vernon Ave,Food Pantry,Los Angeles,,34.003407,-118.319388,Good News Missionary Baptist Church,323.292.3589,CA,90008
221,221,7915 Van Nuys Boulevard,Food Pantry,Panorama City,,34.2147105,-118.4490873,Hank Lacayo Youth & Family Center,818-644-9970,CA,91402
222,222,514 W. Adams Boulevard,Food Pantry,Los Angeles,,34.02741,-118.2756401,St. John's Cathedral-Hope Net,213.747.6285,CA,90007
223,223,1528 N. Wilton Place,Food Pantry,Hollywood,,34.0991321,-118.3132449,First Southern Baptist Church of Hollywood,323.466.9631,CA,90028
224,224,2635 Pasadena Avenue,Food Pantry,Los Angeles,,34.0779999,-118.215668,Los Angeles Boys & Girls Club,323.221.9111,CA,90031
225,225,1226 N. Alvarado Boulevard,Food Pantry,Los Angeles,,34.0787092,-118.2624834,Echo Park United Methodist,323.731.5472,CA,90026
226,226,15950 Chatsworth St.,Food Pantry,Granada Hills,,34.264075,-118.479712,Iglesia Bautista Renacer,818.277.9982,CA,91344
227,227,3500 West 1st Street,Food Pantry,Los Angeles,,34.0731603,-118.2896203,Good News Central Church,213.386.0097,CA,90004
228,228,12441 E. Farlow Street,Food Pantry,Hawaiian Gardens,,33.832877,-118.066341,Lawrence Ministries,310.764.4104,CA,90716
229,229,2829 1/4 Fletcher Drive,Food Pantry,Los Angeles,,34.1123662,-118.2494937,Pentecostal Church of God,323.842.7888,CA,90039
230,230,13008 South Figueroa,Food Pantry,Los Angeles,,33.913935,-118.282263,People for Community Improvement,310.538.4013,CA,90061
231,231,3727 West 111th Place,Food Pantry,Inglewood,,33.934083,-118.3384028,Greater Emmanuel M.B.C.,310.677.9916,CA,90303
232,232,2147 W. Washington Boulevard,Food Pantry,Los Angeles,,34.0399577,-118.3075101,Koreatown Multipurpose Senior,213.247.3560 cell,CA,90018
233,233,517 W. 112th Street,Food Pantry,Los Angeles,,33.933076,-118.282984,Ascension's Food Pantry,323.754.2978,CA,90044
234,234,3435 San Anseline Avenue,Food Pantry,Long Beach,,33.8197856,-118.1212202,First Southern Baptist Church of Long Beach,562.422.8027,CA,90808
235,235,1035 N. Avalon Boulevard,Food Pantry,Wilmington,,33.784017,-118.263126,Nuevo Amanecer,310.847.6937,CA,90744
236,236,38626 9th Street East,Food Pantry,Palmdale,,34.585386,-118.114029,New Covenant Tabernacle of Antelope Valley,661.965.4588,CA,93550
237,237,15411 S. Figueroa Street,Food Pantry,Gardena,,33.8913189,-118.2836487,Dae Hueng Presbyterian Church,310.719.2244,CA,90248
238,238,20440 Lassen Street,Food Pantry,Chatsworth,,34.2496259,-118.5788499,Congregational Church of Chatsworth,818.882.3474,CA,91311
239,239,8305 S. Gramercy Place,Food Pantry,Los Angeles,,33.9632286,-118.3136076,Saint Mark Food Pantry,323.753.3535,CA,90047
240,240,958 N. Maclay Ave,Food Pantry,San Fernando,,34.2931026,-118.4273834,Iglesia Evangelica Camino de Santidad,818.898.3848,CA,91340
241,241,37721 N. 100th Street East,Food Pantry,Sun Villiage,,34.56754,-117.953277,First Missionary Baptist Church,661.944.4128,CA,93543
242,242,115 N. Ave 53,Food Pantry,Los Angeles,,34.1073922,-118.1981957,Iglesia de la Comunidad Presbyterian Church,323.257.4352,CA,90042
243,243,12717 Santa Gertrudes Avenue,Food Pantry,La Mirada,,33.915754,-117.995356,Grace Evangelical Free Church of La Mirada,562.943.3791,CA,90638
244,244,311-B Vallejo Drive,Food Pantry,Glendale,,34.1507659,-118.2285903,Vallejo Drive S.D.A. Church,818.409.8056,CA,91206
245,245,107 W. Artesia Boulevard,Food Pantry,Compton,,33.8749043,-118.2243445,Centro Palabra de Fe,310-632-7337,CA,90220
246,246,9706 S. Broadway Boulevard,Food Pantry,Los Angeles,,33.9481075,-118.2778577,Holy Trinity Church of God in Christ,323.777.2965,CA,90003
247,247,1002 East Avenue Q12,Food Pantry,Palmdale,,34.5755254,-118.1114457,Palmdale Community Foundation-S.A.V.E.S.,661.267.5191,CA,93550
248,248,7025 Garfield Avenue,Food Pantry,Bell Gardens,,33.9678794,-118.1506637,St. Gertrudes Conference,562.927.4495,CA,90201
249,249,18500 Farjardo Street,Food Pantry,Rowland Heights,,33.979196,-117.902383,Living Hope Community Partnership,714.202.7333,CA,91748
250,250,1109 Coronel Street,Food Pantry,San Fernando,,34.2818972,-118.4436663,St. Ferdinand Church,818.365.3194,CA,91340
251,251,2600 Nelson Avenue,Food Pantry,Redondo Beach,,33.8745269,-118.3641598,St. Paul's Methodist Church,310.370.4319,CA,90278
252,252,18749 Crenshaw Boulevard,Food Pantry,Torrance,,33.8599467,-118.3274219,Crenshaw Baptist Church,310.323.2115,CA,90504
253,253,323 Workman Mill Road,Food Pantry,La Puente,,34.0435729,-117.9991561,Evergreen Baptist Church of San Gabriel Valley,626.363.0300,CA,91746
254,254,3045 South Crenshaw Boulevard,Food Pantry,Los Angeles,,34.026398,-118.335492,West Angeles Community Corporation,323.751.3440,CA,90016
255,255,11001 S. Broadway,Food Pantry,Los Angeles,,33.935441,-118.278724,Blood of Jesus Prayer and Deliverance Ministry,323.752.3048,CA,90061
256,256,4000 Pacific Coast Highway,Food Pantry,Torrance,,33.8065814,-118.3566268,Coast Christian Fellowship,310.373.8573,CA,90505
257,257,425 E. Compton Boulevard,Food Pantry,Compton,,33.8962309,-118.2185024,Rehoboth Courage Church,310.663.0789,CA,90220
258,258,45124 10th Street West,Food Pantry,Lancaster,,34.7030871,-118.1472077,Total Deliverance Church,661.951.9881,CA,93535
259,259,4319 E. Slauson Avenue,Food Pantry,Maywood,,33.9878263,-118.1891261,City of Maywood,323.562.5755,CA,90270
260,260,4330 Martin Luther King Jr. Boulevard,Food Pantry,Lynwood,,33.9211561,-118.1884331,Lynwood All People's First Assembly,310.639.2010,CA,90262
261,261,4207 Carlin Avenue,Food Pantry,Lynwood,,33.91217,-118.1966584,Lynwood United Methodist Church,310.638.5163,CA,90262
262,262,6706 Vinevale Avenue,Food Pantry,Bell,,33.97426,-118.1809218,Principe de Paz,323.560.3780,CA,90201
263,263,44517 Sierra Highway,Food Pantry,Lancaster,,34.6914947,-118.1362728,Salvation Army- Lancaster Corp,661.948.3418,CA,93534
264,264,5009 W. 119th Street,Food Pantry,Hawthorne,,33.9258706,-118.3660822,New Life Community Church,310.676.6859,CA,90250
265,265,418 N. Second Avenue,Food Pantry,Covina,,34.0897447,-117.8874932,"Project 29:11, A Community Development Corporation",626.373.2976,CA,91723
266,266,9451 Broadway,Food Pantry,Temple City,,34.1001065,-118.0635668,St. Luke Catholic Community,626.291.5900,CA,91780
267,267,15000 Studebaker Road,Food Pantry,Norwalk,,33.8944743,-118.0995643,Norwalk Church of the Nazarene,562.863.0911,CA,90650
268,268,13550 Herron Street,Food Pantry,Sylmar,,34.313473,-118.427859,La Voz Sylmar S.D.A. Church,951.318.4420,CA,91342
269,269,428 South Mission Drive,Food Pantry,San Gabriel,,34.0971693,-118.1074142,San Gabriel Mission,626.457.3035,CA,91776
270,270,2556 N. Lake Avenue,Food Pantry,Altadena,,34.1896939,-118.1310706,Lifeline Community Services & Economic Development,626.797.3585,CA,91001
271,271,1611 Pine Avenue,Food Pantry,Long Beach,,33.7874467,-118.1927643,Long Beach Lutheran Social Services,562.599.1321,CA,90813
272,272,2110 W. Francisquito Avenue,Food Pantry,West Covina,,34.0597225,-117.9630247,Iglesia Piedra Angular,626.833.8141,CA,91790
273,273,1500 W. Main Street,Food Pantry,Alhambra,,34.0911399,-118.1397892,S.V.P. All Souls Conference,626.281.0466,CA,91803
274,274,22935 Lyons Avenue,Food Pantry,Newhall,,34.3805004,-118.5341693,Salvation Army Santa Clarita Valley Corps,661.799.7486,CA,91321
275,275,10035 Washington Street,Food Pantry,Bellflower,,33.898644,-118.1204073,Centro Cristiano Manantial de vida,562.481.1642,CA,90706
276,276,13216 Fairford Ave.,Food Pantry,Norwalk,,33.9109635,-118.0946044,Iglesia Un Renuevo,562.743.4611,CA,90650
277,277,11910 Alondra Blvd.,Food Pantry,Norwalk,,33.8873025,-118.0795603,Centro Cristiano Las Buenas Nuevas,562.237.3114,CA,90650
278,278,11350 Glenoaks Blvd.,Food Pantry,Pacoima,,34.2771851,-118.4148709,Valley Crossroads S.D.A. Church,818.896.4488,CA,91331
279,279,14832 Valley Blvd.,Food Pantry,La Puente,,34.0317917,-117.970394,Pico Rivera Iglesia Crece,562.895.4587,CA,91744
280,280,9989 Laurel Canyon Blvd.,Food Pantry,Pacoima,,34.2511562,-118.4252181,Khalsa Care Foundation,805.402.5050,CA,91331
281,281,815 E. Avenue Q6,Food Pantry,Palmdale,,34.5823279,-118.114847,Antelope Valley Boys & Girls Club,661.267.2582,CA,93550
282,282,1733 N. New Hampshire Ave.,Food Pantry,Hollywood,,34.102841,-118.2936174,Hollywood Lutheran Church,323.667.1212,CA,90027
283,283,1720 N. Walnut Avenue,Food Pantry,La Puente,,42.1077661,-87.9903638,Servants Arms Community Based Organization,626.918.3227,CA,91744
284,284,23325 S. Vermont Ave.,Food Pantry,Torrance,,33.8134945,-118.2910208,Vermont Avenue Baptist Church,310.530.0533,CA,90502
285,285,10803 Cantara St.,Food Pantry,Sun Valley,,34.219583,-118.365132,Resting Place Church,818.588.1024,CA,91352
286,286,"25100 S. Normandie Ave, Suite A",Food Pantry,Harbor City,,33.7965619,-118.2966541,Jesus is the Answer Apostolic Church,310.667.0147,CA,90710
287,287,1745 W. 55th Street,Food Pantry,Los Angeles,,33.9924976,-118.3084069,United African Church,323.766.0001,CA,90062
288,288,323 S. Eucalyptus Ave.,Food Pantry,Inglewood,,33.9595172,-118.3598898,Inglewood Church of Christ,310.674.7690,CA,90301
289,289,742 N. La Brea Avenue,Food Pantry,Inglewood,,33.972923,-118.357212,Christ Centered Ministries Church,310.676.1499,CA,90302
290,290,1345 Turnbull Canyon Blvd.,Food Pantry,Hacienda Heights,,34.0112629,-117.980451,East San Gabriel Valley Coalition For the Homeless,626.333.726,CA,91745
291,291,4161 Baldwin Park Blvd,Food Pantry,Baldwin Park,,34.0873966,-117.9652924,Church of God,626.968.6716,CA,91706
292,292,1450 West 7th Street,Food Pantry,San Pedro,,33.738369,-118.308972,Trinity Pantry Ministry,310.742.3279,CA,90732
293,293,628 South Street,Food Pantry,Long Beach,,33.8584858,-118.0929072,Bread of Life Community Outreach,562.428.5422,CA,90805
294,294,1750 W. Holt Avenue,Food Pantry,Pomona,,34.0609388,-117.7800069,"Helping Hands, Caring Hearts Ministry",909.620.1601,CA,91768
295,295,10950 California Avenue,Food Pantry,Lynwood,,33.9334265,-118.2080294,Missionaries of Charity,310.635.3264,CA,90262
296,296,943 Lagoon Avenue,Food Pantry,Wilmington,,33.7823374,-118.267995,St. Peter and Paul Poverty Program,310.952.0144,CA,90744
297,297,11419 Carmenita Road,Food Pantry,Whittier,,33.9277609,-118.046881,Catholic Rainbow Outreach,562.556.4449,CA,90605
298,298,9845 E Palmdale Boulevard,Food Pantry,Palmdale,,34.5803299,-117.952611,Dos Testamentos En El Desierto,661.433.1186,CA,93591
299,299,6640 Van Nuys Blvd.,Food Pantry,Van Nuys,,34.191872,-118.4483031,RCCG Victory House of California,323.385.4442,CA,91411
300,300,520 S. La Brea Ave,Food Pantry,Inglewood,,33.9569988,-118.3527848,New Region For Christ,424.227.8657,CA,90301
301,301,9228 S. Central Avenue,Food Pantry,Los Angeles,,33.952555,-118.255771,Iglesia Macedonia Defenders of the Christian Faith,323.804.6615,CA,90002
302,302,"6310 Howard B Drollinger Way, Suite 216",Food Pantry,Westchester,,33.9559043,-118.3967476,"Abundance For All, Inc.",424.243.7181,CA,90045
303,303,1631 W. Adams Boulevard,Food Pantry,Los Angeles,,34.0331289,-118.2983987,Redeemer Missionary Baptist Church,323.732.4124,CA,90007
304,304,45337 Sierra Hwy,Food Pantry,Lancaster,,34.706917,-118.1387931,Next Dimensions Ministries Church,661.940.8289,CA,93534
305,305,9314 Madison Avenue,Food Pantry,South Gate,,33.9506409,-118.2138075,St. Helen Church,323.563.3522,CA,90280
306,306,7223 S. Main Street,Food Pantry,Los Angeles,,33.974056,-118.274222,United Gospel Outreach,323.758.1213,CA,90003
307,307,125 W. Beryl Street,Food Pantry,Redondo Beach,,33.8469008,-118.3925479,Salvation Army Redondo Beach,310.318.2827,CA,90277
308,308,16301 Sierra Highway,Food Pantry,Santa Clarita,,34.4534526,-118.4252723,The Bible Tabernacle,661.252.5087,CA,91351
309,309,123 East 14th Street,Food Pantry,Long Beach,,33.7840547,-118.1916668,"Cathloic Charities of Los Angeles, Inc.",562.591.1641,CA,90813
310,310,1602 N. Wilmington Blvd,Food Pantry,Wilmington,,33.7950143,-118.2748789,Harbor Christian Center,310.835.5661,CA,90744
311,311,14020 Foster Road,Food Pantry,La Mirada,,33.9092737,-118.0321261,St. Paul of the Cross Church,562.921.2914,CA,90638
312,312,7919 S.  Western Avenue,Food Pantry,Los Angeles,,33.9666659,-118.309331,Bethel AME Church- Richard Allen Center,323.750.3240,CA,90047
313,313,8303 Alondra Boulevard,Food Pantry,Paramount,,33.889572,-118.154455,Paramount Care Foundation,562.531.6820,CA,90723
314,314,456 W. Compton Blvd,Food Pantry,Compton,,33.8957154,-118.2300311,Another Chance Outreach Ministry,310.669.9469,CA,90220
315,315,10115 E. Rose Street,Food Pantry,Bellflower,,33.8705097,-118.1180147,Rosewood Church,562.925.1443,CA,90706
316,316,5014 S. Avalon Boulevard,Food Pantry,Los Angeles,,33.9970819,-118.2650011,HOAP Inc.,323.232.7256,CA,90011
317,317,9120 S. Western Avenue,Food Pantry,Los Angeles,,33.9538569,-118.3087286,Life Deliverance Ministries,562.607.8780,CA,90044
318,318,1417 E. Florence Avenue,Food Pantry,Los Angeles,,33.9750605,-118.2493074,Travelers Rest Missionary B.C.,323.582.7797,CA,90001
319,319,4802 South McKinley Avenue,Food Pantry,Los Angeles,,33.9999755,-118.2603428,Victory Baptist Church,323.231.2424,CA,90011
320,320,5951 S. San Pedro,Food Pantry,Los Angeles,,33.9859277,-118.2697413,Vision of Hope Outreach Ministry,323-233-4647,CA,90003
321,321,209 W. Pearl Street,Food Pantry,Pomona,,34.0649162,-117.7523806,Inland Valley Hope Partners,909.622.7278,CA,91768
322,322,1441 Santa Anita Avenue,Food Pantry,South El Monte,,34.0451612,-118.0455444,Food Net-San Gabriel Valley Center,626.575.5431,CA,91733
323,323,4513 E. Compton Boulevard,Food Pantry,Compton,,33.8964368,-118.1927524,Food Net-East Rancho Dominguez,310.603.7401,CA,90221
324,324,4716 E. Cesar Chavez Avenue,Food Pantry,Los Angeles,,34.0402137,-118.1643033,Food Net-Centro Maravilla,323.260.2804,CA,90022
325,325,14112 S. Kingsley Drive,Food Pantry,Gardena,,33.90287,-118.30389,Food Net-Asian Service Center,310.217.7300,CA,90249
326,326,133 N. Sunol Drive,Food Pantry,Los Angeles,,34.0370429,-118.1792254,Food Net- East Los Angeles Center,323-260-2801,CA,90063
327,327,7807 S. Compton Avenue,Food Pantry,Los Angeles,,33.9677438,-118.2480784,Food Net-Florence Firestone Center,323.586.6502,CA,90001
328,328,11640 W. Slauson Avenue,Food Pantry,Whittier,,33.9643446,-118.0676089,Food Net-Los Nietos Service Center,562.699.9898,CA,90606
329,329,12915 Jarvis Avenue,Food Pantry,Los Angeles,,33.9150672,-118.2722211,Food Net-Willowbrook Senior Center,310.217.5650,CA,90061
330,330,24271 Main Street,Food Pantry,Newhall,,34.3783287,-118.5278635,Food Net-Santa Clarita Service Center,661-254-0070,CA,91321
331,331,769 W. Third Street,Food Pantry,San Pedro,,33.7412554,-118.2938035,Food Net-San Pedro Service Center,310-519-6091,CA,90731
332,332,22103 Van Owen Street,Food Pantry,Canoga Park,,34.1940869,-118.6085261,Prince of Peace/Family Rescue,818.887.9386,CA,91303
333,333,4439 Inglewood Boulevard,Food Pantry,Los Angeles,,33.9952899,-118.4191511,WSFB- St. Gerard's Social Services,310.390.5034,CA,90066
334,334,2013 Colorado Avenue,Food Pantry,Santa Monica,,34.0266996,-118.4766044,WSFB-St. Anne's Social Service,310.829.4411,CA,90404
335,335,204 Hampton Drive,Food Pantry,Venice,,33.9979527,-118.4779718,WSFB- St. Joseph's Center,310.396.6468,CA,90291
336,336,3820 Jasmine Avenue,Food Pantry,Culver City,,34.0212852,-118.4007884,WSFB- St. Augustine SAVES,310.838.2702,CA,90232
337,337,503 Olympic Boulevard,Food Pantry,Santa Monica,,34.0135455,-118.4890914,WSFB- Ocean Park Community Ctr,310.450.4050,CA,90401
338,338,15444 Nordhoff Street,Food Pantry,North Hills,,34.235161,-118.468996,M.E.N.D./Our Lady of Peace Catholic Church,818-894-1176,CA,91343
339,339,14337 Astoria Street,Food Pantry,Sylmar,,34.3053872,-118.4462183,M.E.N.D./St. Didacus Church,818.890.9421,CA,91342
340,340,9 W. Mendocino Street,Food Pantry,Altadena,,34.1915246,-118.1491785,First Church of the Nazarene-Altadena,626-798-2361,CA,91001
341,341,1633 N. Hacienda Boulevard,Food Pantry,La Puente,,34.0498143,-117.9467971,C.A.R.E. Heglis,626.715.5653,CA,91744
342,342,4810 Huntington Drive South,Food Pantry,Los Angeles,,34.0851253,-118.1796924,Cory's Kitchen-El Sereno,323.972.1330,CA,90032
343,343,"13020 Francisquito Avenue, Suite 10",Food Pantry,Baldwin Park,,34.0791001,-117.9893116,Corys Kitchen-New Beginnings,626.305.0392,CA,91706
344,344,8110 Paramount Boulevard,Food Pantry,Pico Rivera,,33.969865,-118.1127636,Cory's Kitchen-Calvary Chapel Pico Rivera,626-622-9202,CA,90660
345,345,20470 # A Yellowbrick Road,Food Pantry,Walnut,,33.999464,-117.8575384,Cory's Kitchen-Faith Center Ministries,626-825-9441,CA,91789
346,346,822 Bradbourne Ave.,Food Pantry,Duarte,,34.1422404,-117.9590196,Corys Kitchen-Iglesia Torre De Alabanza,626.960.4639,CA,91010
347,347,611 S. Lorena Street,Food Pantry,Los Angeles,,34.030634,-118.199474,East LA Community Corporation,323.269.4214,CA,90033
348,348,34143 126th Street East,Food Pantry,Pearblossom,,34.505958,-117.905785,S.A. Pearblossom United Methodist,661.839.6123,CA,93553
349,349,8300 Pearblossom Hwy,Food Pantry,Littlerock,,34.5208321,-117.9811848,S.A. Penney Lynn Wind,661.944.6100,CA,93543
350,350,6570 West Avenue L-12,Food Pantry,Quartz Hill,,34.6638843,-118.2231208,S.A. Mayflower Gardens,661.943.3228,CA,93536
351,351,1301 east Ave. I,Food Pantry,Lancaster,,34.7088457,-118.1055901,S.A. Friendly Village Mobile Park,661.946.6267,CA,93535
352,352,3255 E. Ave R,Food Pantry,Palmdale,,34.5732114,-118.0702161,S.A. Mountain View Mobile,661.947.4700,CA,93550
353,353,1761 Washington Way,Food Pantry,Venice,,33.9879884,-118.4626862,The Bible Tabernacle (Venice),310.821.6116,CA,90291
354,354,5014 Passons Blvd,Food Pantry,Pico Rivera,,33.9980359,-118.0777582,"Catholic Charities of Los Angeles, Inc.",562.949.0937,CA,90660
355,0,445 Towne Avenue,Food Pantry,Los Angeles,Monday - Friday 12:00 PM - 1:00 PM,34.043336,-118.241992,Fred Jordan Mission,213-489-7763,CA,90013
358,3,501 S. Bixel Street,Food Pantry,Los Angeles,Tuesday 10:00 AM-1:00 PM,34.0549,-118.261821,Central City Neighborhood Partners,213.923.3808,CA,90017
366,11,830 Green Ave,Food Pantry,Los Angeles,Friday 2:30 PM 4:00 PM,34.051158,-118.271202,St. Francis Center,213.747.5347,CA,90017
367,12,"1725 Beverly Boulevard, Suite 1-B",Food Pantry,Los Angeles,11/1 at 9:00 AM - 12:00 PM,34.065401,-118.266495,Chinese Community Service Center,213-483-3035,CA,90026
369,14,2800 Stanford Avenue,Food Pantry,Los Angeles,2nd & 4th Tuesday 7:30 AM - 8:30 AM,34.018684,-118.260678,St. Philip&#8217;s Episcopal Church,323-291-8917,CA,90011
373,18,514 W. Adams Boulevard,Food Pantry,Los Angeles,1st & 3rd Saturday 10:30 AM - 11:30 AM,34.02741,-118.27564,St. John&#8217;s Cathedral-Hope Net,213.747.6285,CA,90007
375,20,840 Echo Park Avenue,Food Pantry,Los Angeles,Friday 8:00 AM - 10:30 AM,34.073355,-118.25914,St. Athanasius &#038; St. Paul Church,213.482.2040,CA,90026
377,22,2212 Beverly Blvd,Food Pantry,Los Angeles,Wednesday 9:00 AM - 10:30 AM,34.067067,-118.271962,Estrella Del Mar De Los Angeles- Regis House Community Center,213.380.8168,CA,90057
378,23,1366 S. Alvarado Street,Food Pantry,Los Angeles,4th Saturday 5:00 PM - 6:00 PM,34.045629,-118.283484,Central Spanish S.D.A. Church,818-649-0893,CA,90006
379,24,4016 S. Central Avenue,Food Pantry,Los Angeles,Tuesday 10:00 AM-12:00 PM,34.010669,-118.255753,Masjid Bilal Islamic Center,323.233.7274,CA,90011
385,30,2635 Pasadena Avenue,Food Pantry,Los Angeles,Thursday 5:00 PM - 6:00 PM,34.078,-118.215668,Los Angeles Boys &#038; Girls Club,323.221.9111,CA,90031
390,35,892 E. 48th Street,Food Pantry,Los Angeles,Wednesday 11:30 AM-1:00 PM,33.999977,-118.259845,St. Francis Center,213.747.5348,CA,90011
395,40,2727 W. Pico Boulevard,Food Pantry,Los Angeles,"1st, 2nd & 3rd Saturday 7:00 AM - 9:00 AM",34.046892,-118.298908,St. Thomas Center,323.737.3325,CA,90006
403,48,2249 S. Harvard Boulevard,Food Pantry,Los Angeles,4th Saturday 9:00 AM - 12:00 PM,34.03483,-118.307066,First African Methodist Episcopal Church,323 735-1251,CA,90018
410,55,504 N. Berendo Street,Food Pantry,Los Angeles,1st Friday 3:30 PM -4:30 PM,34.079327,-118.293706,Los Angeles Housing Partnership,213.629.9172,CA,90004
413,58,2750 Marsh Street,Food Pantry,Los Angeles,4th Tuesday 4:00 PM - 6:00 PM,34.103961,-118.248523,Iglesia del Nazareno Elysian Park,909.649.5337,CA,90039
418,63,4357 West 3rd Street,Food Pantry,Los Angeles,"1st, 2nd & 3rd Sunday 1:00 PM - 2:00 PM",34.069113,-118.309423,Charismatic Ecumenical Ministries International,213.219.3228,CA,90020
429,74,4810 Huntington Drive South,Food Pantry,Los Angeles,Monday 4:30 PM - 6:30 PM,34.085125,-118.179692,Cory&#8217;s Kitchen-El Sereno,323.972.1330,CA,90032
431,76,7016 S. Compton Avenue,Food Pantry,Los Angeles,2nd Wednesday 9:00 AM - 11:00 AM,33.975901,-118.247391,Pilgrim&#8217;s Hope Baptist Church,323.581.7672,CA,90001
435,80,1750 E. Florence Ave,Food Pantry,Los Angeles,Thursday 11:00 AM-2:00 PM,33.974424,-118.241453,Praise Chapel Florence Community Church,626.483.5728,CA,90001
437,82,4607 Prospect Avenue,Food Pantry,Los Angeles,Saturday 9:00 AM - 11:00 AM,34.102074,-118.289787,Metropolitan Community Church of L.A.-Hope Net,323.669.3436,CA,90027
439,84,5000 Sunset Blvd. 7th Floor,Food Pantry,Los Angeles,Wednesday 10:00 - 11:00 AM,34.097787,-118.298611,Children&#8217;s Hospital Los Angeles,323-361-5981,CA,90027
444,89,115 N. Ave 53,Food Pantry,Los Angeles,1st & 3rd Thursday 10:30 AM - 11:30 AM,34.107392,-118.198196,Iglesia de la Communidad Presbyterian Church,323.257.4352,CA,90042
448,93,7229 S. Main Street,Food Pantry,Los Angeles,Friday 1:00 PM - 2:00 PM,33.97397,-118.274184,United Gospel Outreach,323.758.1213,CA,90003
456,101,5721 S. Western Avenue,Food Pantry,Los Angeles,Thursday 8:30 AM - 10:30 AM,33.990208,-118.309449,Testimonial Community Love Center,323.291.6753,CA,90062
459,104,5175 1/2 W. Washington St.,Food Pantry,Los Angeles,Sunday & Wednesday 3:00 PM - 4:00 PM,34.039696,-118.337061,Bread of Life Foursquare Gospel Church,323.939.4716,CA,90016
466,111,1229 N. Bronson Avenue,Food Pantry,Los Angeles,3rd Friday 3:30 PM - 4:30 PM,34.093566,-118.318296,Los Angeles Housing Partnership,(213) 629-9172,CA,90038
472,117,1722 E. Firestone Blvd,Food Pantry,Los Angeles,Thursday 10:00 AM-12:00 PM,33.959957,-118.242352,Holy Way Church,323.589.5531,CA,90001
477,122,430 W. Cypress St,Food Pantry,Glendale,2nd & 4th Thursday 7:00 PM - 8:00 PM,34.129047,-118.261515,Calvary Chapel Glendale,323.236.1310,CA,91206
478,123,2900 Slauson Ave.,Food Pantry,Los Angeles,Saturday 10:00 AM - 12:00 PM,33.988853,-118.324665,Islah L.A.,323.596.3456,CA,90043
