name,address,city,zip,address,latitude,longitude,phone,date,Frequency,Day of Week,Morning Opening Hour,Morning Closing Hour,Afternoon Opening Hour,Afternoon Closing Hour 1,Comments 1,Afternoon Closing Hour 2,Comments 2
Salvation Army- Whittier Corp.,7926 Pickering Avenue,Whittier,90602,"7926 Pickering Avenue, Whittier, CA 90602",33.9691227,-118.0417514,562-698-8348,,,Tuesday,,,1:00:00 PM,2:45:00 PM,,2:45:00 PM,
Salvation Army- Whittier Corp.,7926 Pickering Avenue,Whittier,90602,"7926 Pickering Avenue, Whittier, CA 90602",33.9691227,-118.0417514,562-698-8348,,,Wednesday,,,1:00:00 PM,2:45:00 PM,,2:45:00 PM,
Salvation Army- Whittier Corp.,7926 Pickering Avenue,Whittier,90602,"7926 Pickering Avenue, Whittier, CA 90602",33.9691227,-118.0417514,562-698-8348,,,Thursday,,,1:00:00 PM,2:45:00 PM,,2:45:00 PM,
Salvation Army- Whittier Corp.,7926 Pickering Avenue,Whittier,90602,"7926 Pickering Avenue, Whittier, CA 90602",33.9691227,-118.0417514,562-698-8348,,,Friday,,,1:00:00 PM,2:45:00 PM,,2:45:00 PM,
St. Charles Service Center,10825 Moorpark Street,North Hollywood,91602,"10825 Moorpark Street, North Hollywood, CA 91602",34.1503878,-118.3663839,818.985.7365,,,Tuesday,9:00:00 AM,11:45:00 AM,,,,2:45:00 PM,
St. Charles Service Center,10825 Moorpark Street,North Hollywood,91602,"10825 Moorpark Street, North Hollywood, CA 91602",34.1503878,-118.3663839,818.985.7365,,,Wednesday,9:00:00 AM,11:45:00 AM,,,,,
St. Charles Service Center,10825 Moorpark Street,North Hollywood,91602,"10825 Moorpark Street, North Hollywood, CA 91602",34.1503878,-118.3663839,818.985.7365,,,Thursday,9:00:00 AM,11:45:00 AM,,,CLOSED NOV 26,,
Salvation Army-Pomona,490 E. La Verne Anenue,Pomona,91767-2800,"490 E. La Verne Anenue, Pomona, CA 91767-2800",34.0806833,-117.7434276,909.623.1579,,,Monday,8:00:00 AM,12:00:00 PM,1:00:00 PM,4:00:00 PM,,4:00:00 PM,
Salvation Army-Pomona,490 E. La Verne Anenue,Pomona,91767-2800,"490 E. La Verne Anenue, Pomona, CA 91767-2800",34.0806833,-117.7434276,909.623.1579,,,Tuesday,8:00:00 AM,,,12:00:00 PM,,12:00:00 PM,
Salvation Army-Pomona,490 E. La Verne Anenue,Pomona,91767-2800,"490 E. La Verne Anenue, Pomona, CA 91767-2800",34.0806833,-117.7434276,909.623.1579,,,Wednesday,8:00:00 AM,12:00:00 PM,1:00:00 PM,4:00:00 PM,,4:00:00 PM,
Salvation Army-Pomona,490 E. La Verne Anenue,Pomona,91767-2800,"490 E. La Verne Anenue, Pomona, CA 91767-2800",34.0806833,-117.7434276,909.623.1579,,,Thursday,8:00:00 AM,,,12:00:00 PM,,12:00:00 PM,
Salvation Army-Pomona,490 E. La Verne Anenue,Pomona,91767-2800,"490 E. La Verne Anenue, Pomona, CA 91767-2800",34.0806833,-117.7434276,909.623.1579,,,Friday,8:00:00 AM,12:00:00 PM,1:00:00 PM,4:00:00 PM,,4:00:00 PM,
Church of the Nazarene-Rosemead,2703 Walnut Grove Avenue,Rosemead,91770,"2703 Walnut Grove Avenue, Rosemead, CA 91770",34.0610322,-118.0823275,562-695-0019,,3rd,Saturday,10:00:00 AM,,,12:00:00 PM,,12:00:00 PM,
City of Norwark/Department of Social Services,11929 Alondra Boulevard,Norwalk,90650,"11929 Alondra Boulevard, Norwalk, CA 90650",33.8879224,-118.0789232,562-929-5544,,,Monday,8:00:00 AM,,,5:30:00 PM,,5:30:00 PM,
City of Norwark/Department of Social Services,11929 Alondra Boulevard,Norwalk,90650,"11929 Alondra Boulevard, Norwalk, CA 90650",33.8879224,-118.0789232,562-929-5544,,,Tuesday,8:00:00 AM,,,5:30:00 PM,,5:30:00 PM,
City of Norwark/Department of Social Services,11929 Alondra Boulevard,Norwalk,90650,"11929 Alondra Boulevard, Norwalk, CA 90650",33.8879224,-118.0789232,562-929-5544,,,Wednesday,8:00:00 AM,,,5:30:00 PM,,5:30:00 PM,
City of Norwark/Department of Social Services,11929 Alondra Boulevard,Norwalk,90650,"11929 Alondra Boulevard, Norwalk, CA 90650",33.8879224,-118.0789232,562-929-5544,,,Thursday,8:00:00 AM,,,5:30:00 PM,,5:30:00 PM,
City of Norwark/Department of Social Services,11929 Alondra Boulevard,Norwalk,90650,"11929 Alondra Boulevard, Norwalk, CA 90650",33.8879224,-118.0789232,562-929-5544,,,Friday,8:00:00 AM,,,4:30:00 PM,,4:30:00 PM,
First African Methodist Episcopal Church,2270 S. Harvard Boulevard,Los Angeles,90018,"2270 S. Harvard Boulevard, Los Angeles, CA 90018",34.0344082,-118.3061942,323 735-1251,,4th,Saturday,9:00:00 AM,,,12:00:00 PM,,12:00:00 PM,
First Church of the Nazarene-Pasadena,3700 E. Sierra Madre Boulevard,Pasadena,91107,"3700 E. Sierra Madre Boulevard, Pasadena, CA 91107",34.1609763,-118.0739988,626-351-9631,,,Wednesday,,,2:00:00 PM,4:00:00 PM,,4:00:00 PM,
St. Margaret's Center,10217 Inglewood Avenue,Lennox,90304,"10217 Inglewood Avenue, Lennox, CA 90304",33.9429599,-118.3618262,310.672.2208,,,Monday,9:00:00 AM,12:00:00 PM,1:00:00 PM,4:00:00 PM,,4:00:00 PM,
St. Margaret's Center,10217 Inglewood Avenue,Lennox,90304,"10217 Inglewood Avenue, Lennox, CA 90304",33.9429599,-118.3618262,310.672.2208,,,Wednesday,9:00:00 AM,12:00:00 PM,1:00:00 PM,4:00:00 PM,,4:00:00 PM,
St. Margaret's Center,10217 Inglewood Avenue,Lennox,90304,"10217 Inglewood Avenue, Lennox, CA 90304",33.9429599,-118.3618262,310.672.2208,,,Friday,9:00:00 AM,12:00:00 PM,1:00:00 PM,4:00:00 PM,,4:00:00 PM,
Estelle Van Meter Multipurpose,7600 S. Avalon Boulevard,Los Angeles,90003,"7600 S. Avalon Boulevard, Los Angeles, CA 90003",33.9709559,-118.2651505,323.753.3881,,1st and 3rd,Wednesday,10:30:00 AM,11:30:00 AM,,,,,
Tujunga United Methodist Church,9901 Tujunga Canyon Boulevard,Tujunga,91042,"9901 Tujunga Canyon Boulevard, Tujunga, CA 91042",34.2480625,-118.2772395,818-352-1481,,,Wednesday,11:00:00 AM,,,1:00:00 PM,,1:00:00 PM,
Tujunga United Methodist Church,9901 Tujunga Canyon Boulevard,Tujunga,91042,"9901 Tujunga Canyon Boulevard, Tujunga, CA 91042",34.2480625,-118.2772395,818-352-1481,,,Friday,11:00:00 AM,,,1:00:00 PM,,1:00:00 PM,
Tujunga United Methodist Church,9901 Tujunga Canyon Boulevard,Tujunga,91042,"9901 Tujunga Canyon Boulevard, Tujunga, CA 91042",34.2480625,-118.2772395,818-352-1481,,2nd & 4th,Saturday,10:00:00 AM,,,12:00:00 PM,,12:00:00 PM,
Hurting & Hungry,8107 Loyola Boulevard,Los Angeles,90045,"8107 Loyola Boulevard, Los Angeles, CA 90045",33.9643479,-118.416965,213.268.4820,12/9/15,9122 S San Pedro Street,,10:00:00 AM,,,12:00:00 PM,,1:00:00 PM,
Hurting & Hungry,8107 Loyola Boulevard,Los Angeles,90045,"8107 Loyola Boulevard, Los Angeles, CA 90045",33.9643479,-118.416965,213.268.4820,12/22/15,7526 S Vermont Ave,,10:00:00 AM,,,12:00:00 PM,,12:00:00 PM,
Hurting & Hungry,8107 Loyola Boulevard,Los Angeles,90045,"8107 Loyola Boulevard, Los Angeles, CA 90045",33.9643479,-118.416965,213.268.4820,12/15/15,8222 S San Pedro Street,,11:00:00 AM,,,1:00:00 PM,,12:00:00 PM,
St. Cecilia Catholic Church,4230 S. Normandie Avenue,Los Angeles,90037,"4230 S. Normandie Avenue, Los Angeles, CA 90037",34.0059447,-118.2998211,(323) 294-6628,,3rd,Saturday,9:00:00 AM,10:30:00 AM,,,,1:00:00 PM,
Bethesda Temple Church,4915 Crenshaw Boulevard,Los Angeles,90043,"4915 Crenshaw Boulevard, Los Angeles, CA 90043",33.9979589,-118.3308714,323.299.2591,,4th,Saturday,,,1:00:00 PM,3:00:00 PM,,12:00:00 PM,
Trinity Baptist Church L.A.,2040 W. Jefferson Boulevard,Los Angeles,90018,"2040 W. Jefferson Boulevard, Los Angeles, CA 90018",34.0251148,-118.3161,323-735-0044,,,Wednesday,9:30:00 AM,10:45:00 AM,,,,,
Iglesia la Puerta Abierta,5017 E. Olympic Boulevard,Los Angeles,90022,"5017 E. Olympic Boulevard, Los Angeles, CA 90022",34.0173349,-118.1621792,323.261.8397,,,Wednesday,,,7:00:00 PM,7:30:00 PM,,3:00:00 PM,
St. John Vianney Church,1345 Turnbull Canyon Road,Hacienda Heights,91745,"1345 Turnbull Canyon Road, Hacienda Heights, CA 91745",34.0112629,-117.980451,626-330-2269,,,Saturday,8:30:00 AM,,,12:30:00 PM,,,
Children of the Shepherd,1076 N. El Centro Avenue,Hollywood,90038,"1076 N. El Centro Avenue, Hollywood, CA 90038",34.0905485,-118.3243668,323-953-4000,,3rd,Saturday,11:00:00 AM,,,12:00:00 PM,,7:30:00 PM,
"Grace Resource Center, Inc.",45134 N. Sierra Hwy.,Lancaster,93534,"45134 N. Sierra Hwy., Lancaster, CA 93534",34.7030069,-118.137309,661.940.5272,,,Tuesday,10:00:00 AM,11:00:00 AM,1:00:00 PM,2:00:00 PM,,12:30:00 PM,
"Grace Resource Center, Inc.",45134 N. Sierra Hwy.,Lancaster,93534,"45134 N. Sierra Hwy., Lancaster, CA 93534",34.7030069,-118.137309,661.940.5272,,New Member Oreintation,Wednesday,,,1:00:00 PM,2:00:00 PM,,12:00:00 PM,
"Grace Resource Center, Inc.",45134 N. Sierra Hwy.,Lancaster,93534,"45134 N. Sierra Hwy., Lancaster, CA 93534",34.7030069,-118.137309,661.940.5272,,SPANISH,Wednesday,10:00:00 AM,11:00:00 AM,,,,2:00:00 PM,
"Grace Resource Center, Inc.",45134 N. Sierra Hwy.,Lancaster,93534,"45134 N. Sierra Hwy., Lancaster, CA 93534",34.7030069,-118.137309,661.940.5272,,,Thursday,10:00:00 AM,11:00:00 AM,1:00:00 PM,2:00:00 PM,,2:00:00 PM,
Testimonial Community Love Ctr,5721 S. Western Avenue,Los Angeles,90062,"5721 S. Western Avenue, Los Angeles, CA 90062",33.9902077,-118.3094489,323-291-6753,,,Thursday,8:30:00 AM,10:30:00 AM,,,,,
Cornerstone Christian Ministry,11449 Sproule Avenue,Pacoima,91331,"11449 Sproule Avenue, Pacoima, CA 91331",34.2782812,-118.4067452,818.993.2988,,,Thursday,9:00:00 AM,10:00:00 AM,,,,2:00:00 PM,
Los Angeles Central City S.D.A. Church,650 W. 21st Street,Los Angeles,90007,"650 W. 21st Street, Los Angeles, CA 90007",34.0327067,-118.2752257,(213) 749-9646,,3rd,Tuesday,,,12:00:00 PM,2:00:00 PM,,,
Christ the Good Shepherd Episcopal,3303 W. Vernon Avenue,Los Angeles,90008,"3303 W. Vernon Avenue, Los Angeles, CA 90008",34.0040273,-118.3297116,323-295-4139,,4th,Friday,10:00:00 AM,,,1:00:00 PM,,,
St. Vincent de Paul Church,621 W. Adams Boulevard,Los Angeles,90007,"621 W. Adams Boulevard, Los Angeles, CA 90007",34.0288543,-118.2769163,213-749-8950,,,Thursday,8:00:00 AM,11:00:00 AM,,,,2:00:00 PM,
Our Lady of Guadalupe Church,4509 Mercury Avenue,Los Angeles,90032,"4509 Mercury Avenue, Los Angeles, CA 90032",34.0861589,-118.1901472,323.225.4201,12/3/15,,Thursday,8:00:00 AM,9:00:00 AM,,,,1:00:00 PM,
Our Lady of Guadalupe Church,4509 Mercury Avenue,Los Angeles,90032,"4509 Mercury Avenue, Los Angeles, CA 90032",34.0861589,-118.1901472,323.225.4201,12/17/15,,Thursday,8:00:00 AM,9:00:00 AM,,,,,
Our Lady of Guadalupe Church,4509 Mercury Avenue,Los Angeles,90032,"4509 Mercury Avenue, Los Angeles, CA 90032",34.0861589,-118.1901472,323.225.4201,12/31/15,,Thursday,8:00:00 AM,9:00:00 AM,,,,,
Our Lady of Guadalupe Church,4509 Mercury Avenue,Los Angeles,90032,"4509 Mercury Avenue, Los Angeles, CA 90032",34.0861589,-118.1901472,323.225.4201,,,Monday,7:30:00 AM,8:30:00 AM,,,When Available,,
Our Lady of Guadalupe Church,4509 Mercury Avenue,Los Angeles,90032,"4509 Mercury Avenue, Los Angeles, CA 90032",34.0861589,-118.1901472,323.225.4201,,,Wednesday,7:30:00 AM,8:30:00 AM,,,When Available,,
Holy Family Giving Bank,1524 Fremont Avenue,South Pasadena,91030,"1524 Fremont Avenue, South Pasadena, CA 91030",34.1080192,-118.1527363,626.403.6140,,,Monday,9:00:00 AM,10:45:00 AM,,,,,When Available
Redeemer Lutheran Outreach,20025 Chase Street,Winnetka,91306,"20025 Chase Street, Winnetka, CA 91306",34.2248564,-118.5698672,818-341-1629,,,Wednesday,10:00:00 AM,12:00:00 PM,1:00:00 PM,2:30:00 PM,,,When Available
Redeemer Lutheran Outreach,20025 Chase Street,Winnetka,91306,"20025 Chase Street, Winnetka, CA 91306",34.2248564,-118.5698672,818-341-1629,,,Thursday,10:00:00 AM,12:00:00 PM,1:00:00 PM,2:30:00 PM,,,
Redeemer Lutheran Outreach,20025 Chase Street,Winnetka,91306,"20025 Chase Street, Winnetka, CA 91306",34.2248564,-118.5698672,818-341-1629,,,Friday,10:00:00 AM,12:00:00 PM,1:00:00 PM,2:30:00 PM,,2:30:00 PM,
Central Filipino S.D.A. Church,777 Colorado Boulevard,Los Angeles,90041,"777 Colorado Boulevard, Los Angeles, CA 90041",34.1410086,-118.182682,323-255-7718,,3rd,Tuesday,9:00:00 AM,,,12:00:00 PM,,2:30:00 PM,
St. Catherine Laboure Catholic,3846 Redondo Beach Boulevard,Torrance,90504,"3846 Redondo Beach Boulevard, Torrance, CA 90504",33.8781235,-118.3402114,310-329-0993,,Last,Saturday,11:00:00 AM,,,1:00:00 PM,,2:30:00 PM,
Guadalupe Food Program,4018 East Hammel Street,Los Angeles,90063,"4018 East Hammel Street, Los Angeles, CA 90063",34.0421266,-118.1794177,323.261.8051,,2nd & 4th,Wednesday,7:00:00 AM,9:00:00 AM,,,,12:00:00 PM,
First Unitarian Church-Hope Net,2936 W. 8th Street,Los Angeles,90005,"2936 W. 8th Street, Los Angeles, CA 90005",34.0574918,-118.2904201,213-389-1356,,,Saturday,8:00:00 AM,10:00:00 AM,,,,1:00:00 PM,
City of Commerce Community Center,2555 Commerce Way,Commerce,90040,"2555 Commerce Way, Commerce, CA 90040",34.0002991,-118.1559376,323 887-4460,,3rd,Thursday,10:30:00 AM,,,1:00:00 PM,,,
Good News Prayer Center,1722 East Firestone Boulevard,Los Angeles,90001,"1722 East Firestone Boulevard, Los Angeles, CA 90001",33.9599573,-118.2423524,323.753.0117,,3rd,Saturday,10:00:00 AM,12:00:00 PM,,,,,
Belvue Presbyterian Church,675 E. 118th Street,Los Angeles,90059,"675 E. 118th Street, Los Angeles, CA 90059",33.9267262,-118.2624581,323-757-9188,12/12/15,,Thursday,10:00:00 AM,11:00:00 AM,,,,1:00:00 PM,
First Bilingual Baptist Church,9133 Mines Avenue,Pico Rivera,90660,"9133 Mines Avenue, Pico Rivera, CA 90660",33.9907778,-118.0869102,562-658-5907,,4th,Thursday,,,,12:00:00 PM,EFAP Distribution,,
First Bilingual Baptist Church,9133 Mines Avenue,Pico Rivera,90660,"9133 Mines Avenue, Pico Rivera, CA 90660",33.9907778,-118.0869102,562-658-5907,,,Thursday,8:00:00 AM,12:00:00 PM,,,Produce Only,,
St. Brigid Catholic Church,5214 S. Western Avenue,Los Angeles,90062,"5214 S. Western Avenue, Los Angeles, CA 90062",33.9945347,-118.3086059,323-292-0781,,3rd,Friday,9:30:00 AM,11:00:00 AM,,,,12:00:00 PM,EFAP Distribution
Glendale Filipino S.D.A. Church,310 E. Chestnut Street,Glendale,91205,"310 E. Chestnut Street, Glendale, CA 91205",34.1395829,-118.2520609,818.543.0110,,2nd,Wednesday,11:00:00 AM,,,12:00:00 PM,,,Produce Only
Hope Chapel Foursquare Church,2420 Pacific Coast Highway,Hermosa Beach,90254,"2420 Pacific Coast Highway, Hermosa Beach, CA 90254",33.8715292,-118.3942418,310.374.4673,,,Wednesday,9:00:00 AM,12:00:00 PM,1:00:00 PM,4:00:00 PM,,,
Hope Chapel Foursquare Church,2420 Pacific Coast Highway,Hermosa Beach,90254,"2420 Pacific Coast Highway, Hermosa Beach, CA 90254",33.8715292,-118.3942418,310.374.4673,,,Friday,9:00:00 AM,12:00:00 PM,1:00:00 PM,4:00:00 PM,,12:00:00 PM,
Trinity Evangelical Lutheran Church,997 E. Walnut,Pasadena,91106,"997 E. Walnut, Pasadena, CA 91106",34.1500129,-118.1297586,626.792.1212,,,Thursday,11:00:00 AM,,,1:00:00 AM,,4:00:00 PM,
Presentation of Mary Catholic,6406 Parmelee Avenue,Los Angeles,90001,"6406 Parmelee Avenue, Los Angeles, CA 90001",33.9813266,-118.249548,323.585.0570,,3rd,Saturday,7:30:00 AM,8:30:00 AM,,,,4:00:00 PM,
Imani Unidos A.I.D.S. Project,1713 W. 108th Street,Los Angeles,90047,"1713 W. 108th Street, Los Angeles, CA 90047",33.9385863,-118.3074812,323.754.8453,,2nd & 4th,Tuesday,10:00:00 AM,,,1:00:00 PM,,1:00:00 AM,
Imani Unidos A.I.D.S. Project,1713 W. 108th Street,Los Angeles,90047,"1713 W. 108th Street, Los Angeles, CA 90047",33.9385863,-118.3074812,323.754.8453,,2nd & 4th,Wednesday,10:00:00 AM,,,1:00:00 PM,,,
Imani Unidos A.I.D.S. Project,1713 W. 108th Street,Los Angeles,90047,"1713 W. 108th Street, Los Angeles, CA 90047",33.9385863,-118.3074812,323.754.8453,,2nd & 4th,Thursday,10:00:00 AM,,,1:00:00 PM,,,
St. John Coptic Orthodox,21329 E. Cienega Avenue,Covina,91724,"21329 E. Cienega Avenue, Covina, CA 91724",34.103353,-117.838035,562 691-0299,,2nd & 4th,Thursday,,,5:00:00 PM,7:00:00 PM,,1:00:00 PM,
JFS/SOVA Community Food & Resource Program,16439 Vanowen Street,Van Nuys,91406,"16439 Vanowen Street, Van Nuys, CA 91406",34.1942489,-118.491725,818.988.7682,,,Sunday,9:00:00 AM,,,12:00:00 PM,,1:00:00 PM,
JFS/SOVA Community Food & Resource Program,16439 Vanowen Street,Van Nuys,91406,"16439 Vanowen Street, Van Nuys, CA 91406",34.1942489,-118.491725,818.988.7682,,,Monday,10:00:00 AM,,,1:30:00 PM,,1:00:00 PM,
JFS/SOVA Community Food & Resource Program,16439 Vanowen Street,Van Nuys,91406,"16439 Vanowen Street, Van Nuys, CA 91406",34.1942489,-118.491725,818.988.7682,,,Tuesday,10:00:00 AM,,,1:30:00 PM,,7:00:00 PM,
JFS/SOVA Community Food & Resource Program,16439 Vanowen Street,Van Nuys,91406,"16439 Vanowen Street, Van Nuys, CA 91406",34.1942489,-118.491725,818.988.7682,,,Thursday,10:00:00 AM,,,1:30:00 PM,,6:00:00 PM,
White Memorial S.D.A. Church,401 N. State Street,Los Angeles,90033,"401 N. State Street, Los Angeles, CA 90033",34.0492972,-118.2157793,323 264-2170,,1st & 3rd,Tuesday,10:00:00 AM,,,12:00:00 PM,,12:00:00 PM,
St. Mary & St. Athanasius Coptic Church,17431 Roscoe Blvd.,Northridge,91325,"17431 Roscoe Blvd., Northridge, CA 91325",34.2216778,-118.513091,818-342-4414,,3rd,Sunday,9:00:00 AM,,,2:00:00 PM,,1:30:00 PM,
St. Mary & St. Athanasius Coptic Church,17431 Roscoe Blvd.,Northridge,91325,"17431 Roscoe Blvd., Northridge, CA 91325",34.2216778,-118.513091,818-342-4414,,3rd,Tuesday,9:00:00 AM,,,2:00:00 PM,,1:30:00 PM,
Pilgrim's Hope Baptist Church,7016 S. Compton Avenue,Los Angeles,90001,"7016 S. Compton Avenue, Los Angeles, CA 90001",33.9759009,-118.2473905,323.581.7672,,2nd,Wednesday,9:00:00 AM,11:00:00 AM,,,,1:30:00 PM,
Lincoln Avenue Baptist Church,1180 North Lincoln Avenue,Pasadena,91103,"1180 North Lincoln Avenue, Pasadena, CA 91103",34.1664331,-118.1592865,626.798.9163,,3rd,Wednesday,10:00:00 AM,,,12:00:00 PM,,12:00:00 PM,
Figueroa Church of Christ,455 W. 57th Street,Los Angeles,90037,"455 W. 57th Street, Los Angeles, CA 90037",33.9908748,-118.2822084,323-753-2536,,,Tuesday,7:30:00 AM,11:30:00 AM,,,,2:00:00 PM,
Estrada Courts Community Center,3232 Hunter Street,Los Angeles,90023,"3232 Hunter Street, Los Angeles, CA 90023",34.0211079,-118.2082908,323.641.8943,,2nd & 4th,Wednesday,8:00:00 AM,10:00:00 AM,,,,2:00:00 PM,
Christian Association for Social Services,5814 Venice Blvd.,Los Angeles,90019,"5814 Venice Blvd., Los Angeles, CA 90019",34.0414693,-118.3661612,323-936-9481,,1st & 3rd,Friday,10:00:00 AM,,,1:00:00 PM,,,
Christian Association for Social Services,5814 Venice Blvd.,Los Angeles,90019,"5814 Venice Blvd., Los Angeles, CA 90019",34.0414693,-118.3661612,323-936-9481,,1st & 3rd,Saturday,10:00:00 AM,,,1:00:00 PM,,12:00:00 PM,
Blessed Sacrament Food Pantry-Hope Net,6657 Sunset Blvd.,Hollywood,90028,"6657 Sunset Blvd., Hollywood, CA 90028",34.0987529,-118.3351015,323.874.5577,,,Saturday,9:00:00 AM,,,12:00:00 PM,,,
Door of Hope Community Center,1414 South Atlantic Blvd.,Los Angeles,90022,"1414 South Atlantic Blvd., Los Angeles, CA 90022",34.012313,-118.1590196,323.262.2777,,,Monday,9:00:00 AM,11:00:00 AM,,,,,
Door of Hope Community Center,1414 South Atlantic Blvd.,Los Angeles,90022,"1414 South Atlantic Blvd., Los Angeles, CA 90022",34.012313,-118.1590196,323.262.2777,,,Thursday,9:00:00 AM,11:00:00 AM,,,,1:00:00 PM,
Gardena S.D.A. Church,16113 S. Denker Avenue,Gardena,90247,"16113 S. Denker Avenue, Gardena, CA 90247",33.8844546,-118.3048366,310.324.3992,,1st & 3rd,Saturday,,,3:00:00 PM,6:00:00 PM,,1:00:00 PM,
Childrens Hospital Los Angeles,5000 Sunset Blvd. 7th Floor,Los Angeles,90027,"5000 Sunset Blvd. 7th Floor, Los Angeles, CA 90027",34.0977874,-118.2986107,323-361-5981,,,Wednesday,10:00:00 AM,11:00:00 AM,,,,12:00:00 PM,
Hawaiian Gardens Food Bank,21411 Norwalk Blvd.,Hawaiian Gardens,90716,"21411 Norwalk Blvd., Hawaiian Gardens, CA 90716",33.8348574,-118.0723646,562.860.9097,,,Wednesday,,,2:00:00 PM,6:00:00 PM,,,
Hawaiian Gardens Food Bank,21411 Norwalk Blvd.,Hawaiian Gardens,90716,"21411 Norwalk Blvd., Hawaiian Gardens, CA 90716",33.8348574,-118.0723646,562.860.9097,,,Thursday,9:30:00 AM,,,3:30:00 PM,,,
Shekinah Worship Center,42640 10th Street West,Lancaster,93534,"42640 10th Street West, Lancaster, CA 93534",34.6579322,-118.1471819,661.400.2570,12/19/15,,Saturday,,,1:30:00 PM,2:30:00 PM,,6:00:00 PM,
Salvation Army Southeast Comm. Corp,2965 E. Gage Avenue,Huntington Park,90255,"2965 E. Gage Avenue, Huntington Park, CA 90255",33.9814284,-118.2165004,323-587-4221,,,Thursday,,,1:00:00 PM,3:00:00 PM,,,
"Eliza Shanks Homes, Inc.",13055 Weidner Street,Pacoima,91331,"13055 Weidner Street, Pacoima, CA 91331",34.277222,-118.417396,818-896-9304,,By Appointment,Monday,9:00:00 AM,,,5:00:00 PM,,6:00:00 PM,
"Eliza Shanks Homes, Inc.",13055 Weidner Street,Pacoima,91331,"13055 Weidner Street, Pacoima, CA 91331",34.277222,-118.417396,818-896-9304,,By Appointment,Tuesday,9:00:00 AM,,,5:00:00 PM,,3:30:00 PM,
"Eliza Shanks Homes, Inc.",13055 Weidner Street,Pacoima,91331,"13055 Weidner Street, Pacoima, CA 91331",34.277222,-118.417396,818-896-9304,,By Appointment,Wednesday,9:00:00 AM,,,5:00:00 PM,,2:30:00 PM,
"Eliza Shanks Homes, Inc.",13055 Weidner Street,Pacoima,91331,"13055 Weidner Street, Pacoima, CA 91331",34.277222,-118.417396,818-896-9304,,By Appointment,Thursday,9:00:00 AM,,,5:00:00 PM,,3:00:00 PM,
"Eliza Shanks Homes, Inc.",13055 Weidner Street,Pacoima,91331,"13055 Weidner Street, Pacoima, CA 91331",34.277222,-118.417396,818-896-9304,,By Appointment,Friday,,,9:00:00 AM,5:00:00 PM,,5:00:00 PM,
"Eliza Shanks Homes, Inc.",13055 Weidner Street,Pacoima,91331,"13055 Weidner Street, Pacoima, CA 91331",34.277222,-118.417396,818-896-9304,,4th,Friday,9:00:00 AM,,,5:00:00 PM,,5:00:00 PM,
Wesley United Methodist Church,112 West 52nd Street,Los Angeles,90037,"112 West 52nd Street, Los Angeles, CA 90037",33.9953651,-118.2743249,323.298.0727,,,Thursday,10:30:00 AM,,,12:00:00 PM,,5:00:00 PM,
East L.A. Bilingual S.D.A. Church,700 Hoefner Avenue,Los Angeles,90022,"700 Hoefner Avenue, Los Angeles, CA 90022",34.0209372,-118.1493743,323.633.4734,,,Wednesday,,,5:30:00 PM,6:30:00 PM,,5:00:00 PM,
East L.A. Bilingual S.D.A. Church,700 Hoefner Avenue,Los Angeles,90022,"700 Hoefner Avenue, Los Angeles, CA 90022",34.0209372,-118.1493743,323.633.4734,,1st & 3rd,Saturday,,,12:00:00 PM,12:45:00 PM,,5:00:00 PM,
Los Angeles Housing Partnership,2614 W. 7th Street,Los Angeles,90057,"2614 W. 7th Street, Los Angeles, CA 90057",34.0586006,-118.2826812,213.629.9172,,Last,Friday,,,4:00:00 PM,5:00:00 PM,,5:00:00 PM,
Our Lady of Talpa Church,427 S. Evergreen Ave.,Los Angeles,90033,"427 S. Evergreen Ave., Los Angeles, CA 90033",34.036566,-118.205021,323.268.7731,,3rd,Tuesday,,,1:00:00 PM,3:00:00 PM,,12:00:00 PM,
Los Angeles First Church of the Nazarene-Hope Net,3401 W. 3rd Street,Los Angeles,90020,"3401 W. 3rd Street, Los Angeles, CA 90020",34.0693363,-118.2898538,213.385.6345,,,Friday,,,4:00:00 PM,6:00:00 PM,,6:30:00 PM,
Burbank Temporary Aid Center,1304 W. Burbank Blvd.,Burbank,91506,"1304 W. Burbank Blvd., Burbank, CA 91506",34.1825214,-118.3260622,818-848-2822,,,Monday,9:00:00 AM,12:00:00 PM,1:30:00 PM,5:00:00 PM,,12:45:00 PM,
Burbank Temporary Aid Center,1304 W. Burbank Blvd.,Burbank,91506,"1304 W. Burbank Blvd., Burbank, CA 91506",34.1825214,-118.3260622,818-848-2822,,,Tuesday,9:00:00 AM,12:00:00 PM,1:30:00 PM,5:00:00 PM,,5:00:00 PM,
Burbank Temporary Aid Center,1304 W. Burbank Blvd.,Burbank,91506,"1304 W. Burbank Blvd., Burbank, CA 91506",34.1825214,-118.3260622,818-848-2822,,,Wednesday,9:00:00 AM,12:00:00 PM,1:30:00 PM,5:00:00 PM,,3:00:00 PM,
Burbank Temporary Aid Center,1304 W. Burbank Blvd.,Burbank,91506,"1304 W. Burbank Blvd., Burbank, CA 91506",34.1825214,-118.3260622,818-848-2822,,,Thursday,9:00:00 AM,12:00:00 PM,1:30:00 PM,5:00:00 PM,,6:00:00 PM,
Burbank Temporary Aid Center,1304 W. Burbank Blvd.,Burbank,91506,"1304 W. Burbank Blvd., Burbank, CA 91506",34.1825214,-118.3260622,818-848-2822,,,Friday,9:00:00 AM,12:00:00 PM,1:30:00 PM,5:00:00 PM,,5:00:00 PM,
