name	Address_1	Address_2	City	State	Zip	Phone	latitude	longitude	Category	Website		daycode1	day1_open	day1_close	daycode2	day2_open	day2_close	daycode3	day3_open	day3_close	daycode4	day4_open	day4_close	daycode5	day5_open	day5_close	daycode6	day6_open	day6_open	daycode7	day7_open	day7_close	Year_Round (Y/N)	season_open	season_close
Good News Central Church	3500 West 1st Street		Los Angeles	CA	90004	(213)386-0097	34.0731603	-118.2896203	Food Pantry			Sat	10:00 AM	11:00 AM																					
Blessed Sacrament Food Pantry-Hope Net	6657 Sunset Blvd.		Hollywood	CA	90028	(323)874-5577	34.0985135	-118.3351039	Food Pantry			Sat	9:00 AM	12:00 PM																					
Metropolitan Community Churchof L.A.-Hope Net	4607 Prospect Avenue		Los Angeles	CA	90027	(323)669-3436	34.102074	-118.2897866	Food Pantry			Sat	9:00 AM	11:00 AM																					
St. Andrew Catholic Church	140 Chestnut Street		Pasadena	CA	91103	(626) 79-4183	34.1501638	-118.1474523	Food Pantry			Sat	9:00 AM	11:00 AM																					
Houses of Light Church Corporation	19359 Londelius Street		Northridge	CA	91324	(818)998-2931	34.2304245	-118.5557989	Food Pantry			Sat	7:00 AM	7:30 AM																					
Congregational Church of Chatsworth	20440 Lassen Street		Chatsworth	CA	91311	(818)882-3474	34.2496259	-118.5788499	Food Pantry	http://chatsworthcongregational.church/		Sat	4:00 PM	5:00 PM																					
Gardena S.D.A. Church	16113 S. Denker Avenue		Gardena	CA	90247	(310)324-3992	33.8844546	-118.3048366	Food Pantry			Sat1st	3:00 PM	6:00 PM	Sat3rd	3:00 PM	6:00 PM																		
Calvary Presbyterian Church	13560 Hawthorne Boulevard		Hawthorne	CA	90250	(310)676-1144	33.9088461	-118.3520296	Food Pantry	http://www.calvaryhawthorne.org/Calendar.html		Sat1st	12:00 PM	3:00 PM																					
Greater Emmanuel M.B.C.	3727 West 111th Place		Inglewood	CA	90303	(310)677-9916	33.934083	-118.3384028	Food Pantry			Sat1st	9:00 AM	12:00 PM																					
Do Right Christian Church	9815 S. Vermont Avenue		Los Angeles	CA	90044	(323)755-1053	33.9463608	-118.2920482	Food Pantry			Sat1st	8:30 AM	10:30 AM	Sat2nd	8:30 AM	10:30 AM	Sat4th	8:30 AM	10:30 AM															
Living Hope Community Partnership	18500 Farjardo Street		Rowland Heights	CA	91748	(714)202-7333	33.979196	-117.902383	Food Pantry			Sat1st	9:00 AM	11:00 AM	Sat3rd	9:00 AM	11:00 AM																		
St. Thomas Center	2727 W.  Pico Boulevard		Los Angeles	CA	90006	(323)737-3325	34.0243687	-118.4608522	Food Pantry			Sat1st	7:00 AM	9:00 AM	Sat2nd	7:00 AM	9:00 AM	Sat3rd	7:00 AM	9:00 AM															
The Great Vision Church	4465 W. Melrose Avenue		Los Angeles	CA	90029	(213)675-8291	34.0838228	-118.2975894	Food Pantry			Sat1st	7:00 AM	8:00 AM	Sat3rd	7:00 AM	8:00 AM																		
First Southern Baptist Church of Hollywood	1528 N. Wilton Place		Hollywood	CA	90028	(323)466-9631	34.0991321	-118.3132449	Food Pantry	http://firstsouthernbaptist.church/		Sat1st	12:00 PM	1:00 PM																					
Rock Solid Christian Assembly	867 W. 10th Street		San Pedro	CA	90731	(310)832-2788	33.734896	-118.296113	Food Pantry			Sat2nd	10:30 AM	11:30 AM	Sat4th	10:30 AM	11:30 AM																		
Centro Palabra de Fe	107 W. Artesia Boulevard		Compton	CA	90220	(310)632-7337	33.8749043	-118.2243445	Food Pantry			Sat2nd	8:30 PM	9:30 PM	SatLast	8:30 PM	9:30 PM																		
Inglewood Southside Christian Church	3947 W. 104th Street		Inglewood	CA	90303	(310)677-0446	33.9421196	-118.3433323	Food Pantry			Sat2nd	10:00 AM	1:00 PM																					
Bethel Unspeakable Joy Christian Church	8724 S. Central Avenue		Los Angeles	CA	90002	(323)585-5939	33.9585498	-118.256075	Food Pantry			Sat2nd	8:00 AM	10:00 AM	Sat4th	8:00 AM	10:00 AM																		
Maranatha S.D.A. Community Center	3569 W. Manchester Blvd.		Inglewood	CA	90305	(323)971-3511	33.9602274	-118.3348393	Food Pantry			Sat2nd	2:00 PM	3:00 PM	Sat4th	2:00 PM	3:00 PM																		
Vision of Hope Outreach Ministry	5951 S. San Pedro		Los Angeles	CA	90003	(323)233-4647	33.9859277	-118.2697413	Food Pantry			Sat2nd	3:00 PM	4:00 PM	Sat4th	3:00 PM	4:00 PM																		
Visions Community Outreach	2300 S. Griffith Avenue		Los Angeles	CA	90011	(310)920-1026	34.0220569	-118.255854	Food Pantry			Sat2nd	10:00 AM	12:00 PM	Sat4th	10:00 AM	12:00 PM																		
Star Christian School	2120 Estrella Avenue		Los Angeles	CA	90007	(213)746-6900	34.0324876	-118.2759117	Food Pantry			Sat2nd	8:00 AM	9:00 AM	Sat4th	8:00 AM	9:00 AM																		
Young Hwa United Methodist Church	214 S. Loma Drive		Los Angeles	CA	90026	(213)413-4154	34.0607514	-118.2642047	Food Pantry			Sat2nd	3:00 PM	3:45 PM	Sat4th	3:00 PM	4:45 PM																		
Hope International Bible Fellowship	4903 Fountain Avenue		Los Angeles	CA	90029	(323)663-9394	34.0955984	-118.296546	Food Pantry			Sat2nd	9:00 AM	10:00 AM																					
Valley Crossroads S.D.A. Church	11350 Glenoaks Blvd.		Pacoima	CA	91331	(818)896-4488	34.2771851	-118.4148709	Food Pantry			Sat2nd	2:30 PM	4:00 PM	Sat4th	2:30 PM	4:00 PM																		
Peace Lutheran Church	11690 Fenton Avenue		Lake View Terrace	CA	91342	(818)899-3950	34.2823569	-118.3916075	Food Pantry			Sat2nd	9:00 AM	11:00 AM	Sat3rd	9:00 AM	11:00 AM																		
New Covenant Tabernacle of Antelope Valley	38626 9th Street East		Palmdale	CA	93550	(661)965-4588	34.585386	-118.114029	Food Pantry			Sat2nd	9:00 AM	12:00 PM	Sat4th	9:00 AM	12:00 PM																		
Twin Lakes Community Church	17213 Lake Los Angeles Avenue		Lake Los Angeles	CA	93591	(661)264-1215	34.6072723	-117.8233091	Food Pantry			Sat2nd	8:00 AM	11:30 AM																					
Loveship Community Outreach	836 E. Avenue I		Lancaster	CA	93535	(661)729-4106	34.7039815	-118.1135045	Food Pantry			Sat2nd	2:30 PM	4:30 PM																					
Filipino Baptist Fellowship of Long Beach	2155 Atlantic Avenue		Long Beach	CA	90806	(310)212-5175	33.7963363	-118.1853545	Food Pantry			Sat3rd	10:00 AM	1:00 PM																					
Vermont Avenue Baptist Church	23325 S. Vermont Ave.		Torrance	CA	90502	(310)530-0533	33.8134945	-118.2910208	Food Pantry			Sat3rd	10:00 AM	1:00 PM																					
Lawrence Ministries	12441 E. Farlow Street		Hawaiian Gardens	CA	90716	(310)764-4104	33.832877	-118.066341	Food Pantry			Sat3rd	10:00 AM	2:00 PM																					
Centro Cristiano Las Buenas Nuevas	11910 Alondra Blvd.		Norwalk	CA	90650	(562)237-3114	33.8873025	-118.0795603	Food Pantry			Sat3rd	11:30 AM	1:00 PM																					
Dae Hueng Presbyterian Church	15411 S. Figueroa Street		Gardena	CA	90248	(310)719-2244	33.8913189	-118.2836487	Food Pantry			Sat3rd	9:00 AM	11:00 AM																					
San Miguel Church	2214 E. 108th Street		Los Angeles	CA	90059	(323)569-5951	33.9373243	-118.2324792	Food Pantry			Sat3rd	8:00 AM	9:30 AM																					
Greater New Unity Baptist Church	9719 S. Avalon Boulevard		Los Angeles	CA	90003	(323)757-5094	33.9476946	-118.2655116	Food Pantry			Sat3rd	8:30 AM	10:00 AM																					
Good News Prayer Center	1722 East Firestone Boulevard		Los Angeles	CA	90001	(323)753-0117	33.9599573	-118.2423524	Food Pantry			Sat3rd	10:00 AM	12:00 PM																					
Christ Centered Ministries Church	742 N. La Brea Avenue		Inglewood	CA	90302	(310)676-1499	33.972923	-118.357212	Food Pantry			Sat3rd	10:00 AM	12:30 PM																					
Chapel of Peace Lutheran Church	1009 N. Market Street		Inglewood	CA	90302	(310)673-2584	33.9766895	-118.3568641	Food Pantry			Sat3rd	9:00 AM	12:00 PM																					
Presentation of Mary Catholic	6406 Parmelee Avenue		Los Angeles	CA	90001	(323)585-0570	33.9813266	-118.249548	Food Pantry			Sat3rd	7:30 AM	8:30 AM																					
St. Cecilia Catholic Church	4230 S. Normandie Avenue		Los Angeles	CA	90037	((32)) 2-6628	34.0059447	-118.2998211	Food Pantry			Sat3rd	9:00 AM	10:30 AM																					
Crenshaw United Methodist Church	3740 Don Felipe Drive		Los Angeles	CA	90008	(323)292-0141	34.0068523	-118.3408663	Food Pantry			Sat3rd	10:00 AM	12:00 PM																					
Mt. Sinai C.O.G.I.C.	936 W. Ninth Street		Pomona	CA	91766	(909)868-0224	34.0510185	-117.7596455	Food Pantry			Sat3rd	12:00 PM	2:00 PM																					
Imani Economic & Community Development Corporation	510 W. Monterey Avenue		Pomona	CA	91768	(909)620-9161	34.0602663	-117.7569861	Food Pantry			Sat3rd	11:00 AM	12:30 PM																					
Church of the Nazarene-Rosemead	2703 Walnut Grove Avenue		Rosemead	CA	91770	(562)695-0019	34.0610322	-118.0823275	Food Pantry			Sat3rd	10:00 AM	12:00 PM																					
Children of the Shepherd	1076 N. El Centro Avenue		Hollywood	CA	90038	(323)953-4000	34.0905485	-118.3243668	Food Pantry			Sat3rd	11:00 AM	12:00 PM																					
St. Helen Church	9314 Madison Avenue		South Gate	CA	90280	(323)563-3522	33.9506409	-118.2138075	Food Pantry			Sat4th	8:00 AM	10:00 AM																					
Bethesda Temple Church	4915 Crenshaw Boulevard		Los Angeles	CA	90043	(323)299-2591	33.9979589	-118.3308714	Food Pantry			Sat4th	1:00 PM	3:00 PM																					
Normandie Community Development Food Pantry	3801 South Normandie Avenue		Los Angeles	CA	90037	(323)731-7787	34.0170589	-118.3003684	Food Pantry			Sat4th	11:45 AM	1:00 PM																					
First African Methodist Episcopal Church	2270 S. Harvard Boulevard		Los Angeles	CA	90018	(323)735-1251	34.0344082	-118.3061942	Food Pantry	http://www.famechurch.org/		Sat4th	9:00 AM	12:00 PM																					
All Saints Episcopal Church Highland Park	5619 Monte Vista Street		Los Angeles	CA	90042	(323)255-6806	34.1117075	-118.1953492	Food Pantry	http://www.allsaintsla.net/		Sat4th	8:30 AM	9:00 AM																					
St. Catherine Laboure Catholic	3846 Redondo Beach Boulevard		Torrance	CA	90504	(310)329-0993	33.8781235	-118.3402114	Food Pantry			SatLast	11:00 AM	1:00 PM																					
Ascension's Food Pantry	517 W. 112th Street		Los Angeles	CA	90044	(323)754-2978	33.933076	-118.282984	Food Pantry			SatLast	9:00 AM	11:00 AM																					
East Palmdale Foursquare	"1817 E. Avenue Q., A-6"		Palmdale	CA	93550	(661)874-8788	34.5672827	-118.0960249	Food Pantry			SatLast	8:30 AM	10:00 AM																					
Shekinah Worship Center	42640 10th Street West		Lancaster	CA	93534	(661)400-2570	34.6579322	-118.1471819	Food Pantry			SatLast	1:30 PM	2:30 PM																					
Trinity Pantry Ministry	1450 West 7th Street		San Pedro	CA	90732	(310)742-3279	33.738369	-118.308972	Food Pantry			Sun	9:30 AM	10:50 AM	Sun	1:00 PM	3:00 PM	Fri	9:30 AM	10:50 AM	Fri	1:00 PM	3:00 PM	Sat	9:30 AM	10:50 AM	Sat	1:00 PM	3:00 PM						
Gardena Valley Assembly of God	1473 W. 182nd Street		Gardena	CA	90248	(310)329-6933	33.8659794	-118.3018567	Food Pantry			Sun	12:30 PM	1:30 PM																					
New Life Community Church	5009 W. 119th Street		Hawthorne	CA	90250	(310)676-6859	33.9258706	-118.3660822	Food Pantry			Sun	12:00 PM	1:30 PM	Wed	2:00 PM	3:30 PM																		
Iglesia Pentecostes Templo Calvario	8824 Long Beach Boulevard		South Gate	CA	90280	(310)713-1428	33.956026	-118.220037	Food Pantry			Sun	1:00 PM	3:00 PM	Tue	7:00 PM	9:00 PM																		
Family Church Whittier	8434 S. Greenleaf Avenue		Whittier	CA	90602	(626)893-1236	33.9627706	-118.0395279	Food Pantry	http://familychurch.co/		Sun	10:15 AM	10:45 AM	Sun	12:15 PM	12:30 PM	Sun	1:45 PM	2:15 PM															
Iglesia Pentecostes Roca de Salvacion	122 South Evergreen Avenue		Los Angeles	CA	90033	(323)832-5313	34.0396969	-118.202409	Food Pantry			Sun	1:00 PM	2:00 PM	Sat	3:00 PM	4:00 PM																		
"Helping Hands, Caring Hearts Ministry"	1750 W. Holt Avenue		Pomona	CA	91768	(909)620-1601	34.0609388	-117.7800069	Food Pantry			Sun	4:30 PM	5:30 PM																					
Wilshire Boulevard Temple Hope-Net	3663 Wilshire Boulevard		Los Angeles	CA	90010	(213)388-2401	34.0621177	-118.3049672	Food Pantry			Sun	8:30 AM	9:30 AM																					
Chinese Community Service Center	1725 Beverly Blvd	Ste 1-B	Los Angeles	CA	90026	(323)483-3035	34.065401	-118.266495	Food Pantry			Sun	9:00 AM	12:00 PM	Tue	9:00 AM	12:00 PM																		
Church of God	4161 Baldwin Park Blvd		Baldwin Park	CA	91706	(626)968-6716	34.0873966	-117.9652924	Food Pantry			Sun	9:00 AM	12:00 PM	Wed	7:00 PM	9:00 PM																		
San Gabriel Mission	428 South Mission Drive		San Gabriel	CA	91776	(626)457-3035	34.0971693	-118.1074142	Food Pantry			Sun	8:00 AM	10:00 AM																					
RCCG Victory House of California	6640 Van Nuys Blvd.		Van Nuys	CA	91411	(323)385-4442	34.191872	-118.4483031	Food Pantry			Sun	12:30 PM	2:00 PM	Tue	10:30 AM	12:30 PM																		
JFS/SOVA Community Food & Resource Program Valley	16439 Vanowen Street		Van Nuys	CA	91406	(818)988-7682	34.1942489	-118.491725	Food Pantry	https://www.jfsla.org/page.aspx?pid=300		Sun	9:00 AM	12:00 PM	Mon	10:00 AM	1:30 PM	Tue	10:00 AM	1:30 PM	Wed	10:00 AM	1:30 PM	Thu	10:00 AM	1:30 PM									
JFS/SOVA Community Food & Resource Program West	8846 W Pico Blvd		Los Angeles	CA	91406	(818)988-7682	34.1942489	-118.491725	Food Pantry	https://www.jfsla.org/page.aspx?pid=300		Sun	9:00 AM	12:00 PM	Mon	10:00 AM	1:30 PM	Tue	10:00 AM	1:30 PM	Wed	10:00 AM	1:30 PM	Thu	10:00 AM	1:30 PM									
Iglesia Fuente de Vida Community Center	11134 Saticoy Street		Sun Valley	CA	91352	(818)765-0705	34.2082145	-118.3738402	Food Pantry			Sun	12:30 PM	1:00 PM	Tue	9:00 AM	10:00 AM	Wed	9:00 AM	10:00 AM															
The Bible Tabernacle	16301 Sierra Highway		Santa Clarita	CA	91351	(661)252-5087	34.4534526	-118.4252723	Food Pantry			Sun	12:30 PM	5:00 PM	Mon	9:00 AM	5:00 PM	Tue	9:00 AM	5:00 PM	Wed	9:00 AM	5:00 PM	Thu	9:00 AM	5:00 PM	Fri	9:00 AM	5:00 PM	Sat	9:00 AM	5:00 PM			
United African Church	1745 W. 55th Street		Los Angeles	CA	90062	(323)766-0001	33.9924976	-118.3084069	Food Pantry			Sun1st	1:00 AM	2:00 AM	Sun3rd	1:00 AM	2:00 AM																		
Charismatic Ecumencial Ministries International	4357 West 3rd Street		Los Angeles	CA	90020	(213)219-3228	34.0691134	-118.3094234	Food Pantry			Sun1st	1:00 PM	1:30 PM	Sun2nd	1:00 PM	1:30 PM	Sun3rd	1:00 PM	1:30 PM															
Bethel S.D.A. Church	1921 N. Garey Avenue		Pomona	CA	91767	(909)630-5883	34.0812428	-117.7531627	Food Pantry			Sun1st	11:00 AM	1:00 PM	Sun3rd	11:00 AM	1:00 PM																		
Corys Kitchen-Iglesia Torre De Alabanza	822 Bradbourne Ave.		Duarte	CA	91010	(626)960-4639	34.1422404	-117.9590196	Food Pantry			Sun1st	5:00 PM	7:00 PM	Sun3rd	5:00 PM	7:00 PM																		
City of Truth Ministries	"1139 E. Dominguez Street, Suite D"		Carson	CA	90746	(310)669-8300	33.8419672	-118.253889	Food Pantry			Sun2nd	12:30 PM	2:00 PM	Sun4th	12:30 PM	2:00 PM																		
Family Mennonite Church	6520 S. Normandie Avenue		Los Angeles	CA	90044	(323)750-1744	33.9799881	-118.2999294	Food Pantry			Sun2nd	1:00 PM	1:30 PM																					
First Presbyterian Church	1809 West Boulevard.		Los Angeles	CA	90019	(323)935-5204	34.0405644	-118.3372555	Food Pantry	http://fpcofla.org/		Sun3rd	1:00 PM	2:00 PM	Sat	9:00 AM	11:00 AM																		
St. Mary & St. Athanasius Coptic Church	17431 Roscoe Blvd.		Northridge	CA	91325	(818)342-4414	34.2216778	-118.513091	Food Pantry			Sun3rd	9:00 AM	2:00 PM	Tue3rd	9:00 AM	2:00 PM																		
First United Methodist Church of La Puente	15701 E. Hill Street		La Puente	CA	91744	(626)336-1927	34.0325929	-118.2662632	Food Pantry			SunLast	10:00 AM	12:30 PM																					
Shields for Families	11705 Deputy Yamamoto Place		Lynwood	CA	90262	(323)242-5000	33.9268095	-118.229051	Food Pantry			Thu	10:00 AM	2:00 PM																					
First New Christian Fellowship	1555 W. 108th Street		Los Angeles	CA	90047	(323)756-2541	33.9384572	-118.3040285	Food Pantry			Thu	9:00 AM	11:00 AM																					
Food Net-Los Nietos Service Center	11640 W. Slauson Avenue		Whittier	CA	90606	(562)699-9898	33.9643446	-118.0676089	Food Pantry			Thu	11:00 AM	2:00 PM	Fri	1:00 AM	1:30 PM	Fri	2:30 PM	4:00 PM															
Salvation Army Southeast Comm. Corp	2965 E. Gage Avenue		Huntington Park	CA	90255	(323)587-4221	33.9814284	-118.2165004	Food Pantry			Thu	1:00 PM	3:00 PM																					
Testimonial Community Love Ctr	5721 S. Western Avenue		Los Angeles	CA	90062	(323)291-6753	33.9902077	-118.3094489	Food Pantry			Thu	8:00 AM	10:30 AM																					
Wesley United Methodist Church	112 West 52nd Street		Los Angeles	CA	90037	(323)298-0727	33.9953651	-118.2743249	Food Pantry			Thu	10:30 AM	12:00 PM																					
HOAP Inc.	5014 S. Avalon Boulevard		Los Angeles	CA	90011	(323)232-7256	33.9970819	-118.2650011	Food Pantry			Thu	9:30	11:30																					
Mexican-American Opportunity Foundation	401 N. Garfield Ave		Montebello	CA	90640	(323)890-9600	34.0192364	-118.1337064	Food Pantry			Thu	7:30 AM	12:00 PM																					
St. Vincent de Paul Church	621 W. Adams Boulevard		Los Angeles	CA	90007	(213)749-8950	34.0288543	-118.2769163	Food Pantry			Thu	8:00 AM	11:00 AM																					
"Ananda Marga of L.A., Inc."	1245 S. Norton Avenue		Los Angeles	CA	90019	(818)414-7737	34.0483572	-118.3238487	Food Pantry			Thu	9:30 AM	10:30 AM																					
St. James Episcopal Church-Hope Net	3903 Wilshire Boulevard		Los Angeles	CA	90010	(323)934-5870	34.062042	-118.3119697	Food Pantry			Thu	8:00 AM	9:00 AM																					
Los Angeles Boys & Girls Club	2635 Pasadena Avenue		Los Angeles	CA	90031	(323)221-9111	34.0779999	-118.215668	Food Pantry			Thu	5:00 PM	6:00 PM																					
Our Lady of Guadalupe Church	4509 Mercury Avenue		Los Angeles	CA	90032	(323)225-4201	34.0861589	-118.1901472	Food Pantry			Thu	8:00 AM	9:00 AM																					
Hollywood Community Housing	5020 W. Santa Monica Boulevard		Hollywood	CA	90029	(323)469-0710	34.0904073	-118.2988528	Food Pantry			Thu	3:30 PM	5:30 PM	Fri	11:30 AM	1:30 PM																		
Hank Lacayo Youth & Family Center	7915 Van Nuys Boulevard		Panorama City	CA	91402	(818)644-9970	34.2147105	-118.4490873	Food Pantry			Thu	4:00 PM	6:00 PM																					
Cornerstone Christian Ministry	11449 Sproule Avenue		Pacoima	CA	91331	(818)993-2988	34.2782812	-118.4067452	Food Pantry			Thu	9:00 AM	10:00 AM																					
La Voz Sylmar S.D.A. Church	13550 Herron Street		Sylmar	CA	91342	(951)318-4420	34.313473	-118.427859	Food Pantry			Thu	6:30 PM	8:30 PM																					
St. Paul's Methodist Church	2600 Nelson Avenue		Redondo Beach	CA	90278	(310)370-4319	33.8745269	-118.3641598	Food Pantry			Thu1st	9:00 AM	11:00 AM	Thu3rd	9:00 AM	11:00 AM																		
Breath of Life S.D.A. Church	425 S. La Brea		Inglewood	CA	90301	(310)837-8782	33.9582157	-118.3536215	Food Pantry	http://www.breathla.org		Thu1st	12:00 PM	3:00 PM	Thu3rd	12:00 PM	3:00 PM																		
Sacred Heart Church	2210 Sichel Street		Los Angeles	CA	90031	(323)221-3179	34.0703284	-118.2126261	Food Pantry			Thu1st	10:00 AM	12:30 PM	Thu3rd	10:00 AM	12:30 PM																		
Iglesia de la Comunidad Presbyterian Church	115 N. Ave 53		Los Angeles	CA	90042	(323)257-4352	34.1073922	-118.1981957	Food Pantry			Thu1st	10:30 AM	11:30 AM	Thu3rd	10:30 AM	11:30 AM																		
Shield of Faith Christian Center of Pasadena	1127 N. Lake Avenue		Pasadena	CA	91104	(626)773-0505	34.1652586	-118.1327954	Food Pantry			Thu1st	12:00 PM	2:00 PM	Thu3rd	12:00 PM	2:00 PM																		
First Church of the Nazarene-Altadena	9 W. Mendocino Street		Altadena	CA	91001	(626)798-2361	34.1915246	-118.1491785	Food Pantry			Thu1st	2:00 PM	4:00 PM	Thu3rd	2:00 PM	4:00 PM																		
His Helping Hands	25501 Oak Street		Lomita	CA	90717	(310)326-2757	33.7919156	-118.3176793	Food Pantry			Thu2nd	6:00 PM	7:00 PM	Thu4th	6:00 PM	7:00 PM																		
St. George Church	15721 Cornuta Avenue		Bellflower	CA	90706	(562)862-0273	33.8906177	-118.1198573	Food Pantry			Thu2nd	4:00 PM	6:00 PM	Thu4th	4:00 PM	6:00 PM																		
First Lutheran Church of Inglewood	600 West Queen Street		Inglewood	CA	90301	(310)674-5103	33.9624612	-118.3665755	Food Pantry	http://firstlutheranofinglewood.org/		Thu2nd	10:00 AM	11:30 AM	Thu4th	10:00 AM	11:30 AM																		
Cory's Kitchen-Calvary Chapel Pico Rivera	8110 Paramount Boulevard		Pico Rivera	CA	90660	(626)622-9202	33.969865	-118.1127636	Food Pantry			Thu2nd	6:00 PM	7:30 PM	Thu4th	6:00 PM	7:30 PM																		
Principe de Paz	6706 Vinevale Avenue		Bell	CA	90201	(323)560-3780	33.97426	-118.1809218	Food Pantry			Thu2nd	11:00 AM	1:00 PM	Thu4th	11:00 AM	1:00 PM																		
Good News Missionary Baptist Church	2400 W. Vernon Ave		Los Angeles	CA	90008	(323)292-3589	34.003407	-118.319388	Food Pantry			Thu2nd	11:00 AM	1:00 PM	Thu4th	11:00 AM	1:00 PM																		
Iglesia Piedra Angular	2110 W. Francisquito Avenue		West Covina	CA	91790	(626)833-8141	34.0597225	-117.9630247	Food Pantry			Thu2nd	7:30 PM	8:15 PM																					
CUSH Foundation	2343 N. San Antonio Avenue		Pomona	CA	91767	(909)621-5369	34.0852934	-117.7371539	Food Pantry			Thu2nd	9:30 AM	1:00 PM	Thu4th	9:30 AM	1:00 PM																		
St. John Coptic Orthodox	21329 E. Cienega Avenue		Covina	CA	91724	(562)691-0299	34.103353	-117.838035	Food Pantry			Thu2nd	5:00 PM	7:00 PM	Thu4th	5:00 PM	7:00 PM																		
Belvue Presbyterian Church	675 E. 118th Street		Los Angeles	CA	90059	(323)757-9188	33.9267262	-118.2624581	Food Pantry			Thu3rd	10:00 AM	11:00 AM																					
City of Commerce Community Center	2555 Commerce Way		Commerce	CA	90040	(323)887-4460	34.0002991	-118.1559376	Food Pantry			Thu3rd	10:30 AM	1:00 PM																					
Berean S.D.A. Church	4211 W. Adams Boulevard		Los Angeles	CA	90018	(323)735-0228	34.0329576	-118.3310595	Food Pantry			Thu3rd	9:00 AM	11:00 AM																					
S.V.P. All Souls Conference	1500 W. Main Street		Alhambra	CA	91803	(626)281-0466	34.0911399	-118.1397892	Food Pantry			Thu3rd	3:30 PM	5:30 PM																					
Vallejo Drive S.D.A. Church	311-B Vallejo Drive		Glendale	CA	91206	(818)409-8056	34.1507659	-118.2285903	Food Pantry			Thu3rd	12:00 PM	3:00 PM																					
City of Maywood	4319 E. Slauson Avenue		Maywood	CA	90270	(323)562-5755	33.9878263	-118.1891261	Food Pantry			Thu4th	1:00 PM	3:00 PM																					
Cover the Homeless Ministry	4425 S. Central Avenue		Los Angeles	CA	90011	(323)931-5468	34.0031117	-118.2568599	Food Pantry			Thu4th	12:00 PM	1:00 PM																					
"Cathloic Charities of Los Angeles, Inc."	123 East 14th Street		Long Beach	CA	90813	(562)591-1641	33.7840547	-118.1916668	Food Pantry	http://catholiccharitiesla.org/where-we-are/program-directory-by-city/		Tue	9:30 AM	3:00 PM	Thu	9:30 AM	3:00 PM																		
"Helping In Services, Inc."	1535 Gundry Avenue		Long Beach	CA	90813	(562)591-8778	33.7868869	-118.1744206	Food Pantry			Tue	9:30 AM	12:00 PM	Tue	1:30 PM	3:30 PM	Thu	9:30 AM	12:00 PM	Thu	1:30 PM	3:30 PM												
St. Lawrence of Brindisi	10122 Compton Avenue		Los Angeles	CA	90002	(323)567-1439	33.9443922	-118.2459688	Food Pantry			Tue	7:00 AM	8:30 AM	Thu	7:00 AM	8:30 AM																		
Iglesia Macedonia Defenders of the Christian Faith	9228 S. Central Avenue		Los Angeles	CA	90002	(323)804-6615	33.952555	-118.255771	Food Pantry			Tue	7:00 PM	8:00 PM																					
Hurting & Hungry	8107 Loyola Boulevard		Los Angeles	CA	90045	(213)268-4820	33.9643479	-118.416965	Food Pantry			Tue	10:00 AM	12:00 PM																					
Salvation Army- Santa Fe Springs	12000 E. Washington Boulevard		Whittier	CA	90606	(562)696-9562	33.9676128	-118.0553469	Food Pantry			Tue	1:00 PM	4:00 PM	Wed	1:00 PM	4:00 PM	Thu	1:00 PM	4:00 PM	Fri	1:00 PM	4:00 PM												
Mision Cristana Monte de Sion	6315 Eastern Avenue		Bell Gardens	CA	90201	(562)544-4264	33.9768389	-118.1637179	Food Pantry			Tue	8:30 PM	9:30 PM																					
Figueroa Church of Christ	455 W. 57th Street		Los Angeles	CA	90037	(323)753-2536	33.9908748	-118.2822084	Food Pantry	http://www.figueroacoc.com/		Tue	7:30 AM	11:00 AM																					
WSFB- St. Gerard's Social Services	4439 Inglewood Boulevard		Los Angeles	CA	90066	(310)390-5034	33.9952899	-118.4191511	Food Pantry			Tue	9:00 AM	12:00 PM	Tue	1:00 PM	3:00 PM	Thu	1:00 PM	3:00 PM															
Montebello Watch	1033 South Maple Avenue		Montebello	CA	90640	(626)810-5833	33.9953919	-118.124677	Food Pantry			Tue	3:00 PM	6:00 PM	Wed	3:00 PM	6:00 PM	Thu	3:00 PM	6:00 PM															
La Puente Spanish S.D.A. Church	18047 Valley Boulevard		La Puente	CA	91744	(626)912-9408	34.0065174	-117.9088863	Food Pantry			Tue	8:30 PM	9:00 PM																					
WSFB- Ocean Park Community Ctr	503 Olympic Boulevard		Santa Monica	CA	90401	(310)450-4050	34.0135455	-118.4890914	Food Pantry			Tue	1:00 PM	2:30 PM																					
St. John's Cathedral-Hope Net	514 W. Adams Boulevard		Los Angeles	CA	90007	(213)747-6285	34.02741	-118.2756401	Food Pantry			Tue	7:00 AM	8:30 AM	Thu	7:00 AM	8:30 AM																		
St. Francis Center	1835 S. Hope Street		Los Angeles	CA	90015	(213)747-5347	34.0339876	-118.2697209	Food Pantry			Tue	11:00 AM	12:30 PM	Wed	11:00 AM	12:30 PM	Thu	11:00 AM	12:30	Sat	11:00 AM	12:30 PM												
Koreatown Multipurpose Senior	2147 W. Washington Boulevard		Los Angeles	CA	90018	(213)247-cell	34.0399577	-118.3075101	Food Pantry			Tue	8:30 AM	11:30 AM																					
Our Saviour Center	4368 Santa Anita Avenue		EL Monte	CA	91731	(626)579-2190	34.0853655	-118.0293332	Food Pantry			Tue	10:00 AM	1:00 PM	Thu	10:00 AM	1:00 PM																		
